Time,Tag,Flow
1618887388.767978,,"15625004, 0.0000, 0.0167, 25.01, 25.06
"
1618887388.7779973,,"15630008, -0.0333, 0.0500, 24.97, 25.08
"
1618887388.7779973,,"15635000, 0.0000, 0.0000, 25.01, 25.05
"
1618887388.787982,,"15640008, 0.0167, -0.0833, 25.01, 25.05
"
1618887388.787982,,"15645000, -0.0333, 0.0000, 24.98, 25.10
"
1618887388.7979825,,"15650008, 0.0167, 0.0000, 25.01, 25.04
"
1618887388.7979825,,"15655004, -0.0333, 0.0000, 25.02, 25.04
"
1618887388.807982,,"15660008, -0.0167, -0.0500, 25.02, 25.06
"
1618887388.807982,,"15665004, -0.0333, 0.0167, 25.04, 25.08
"
1618887388.8179853,,"15670000, 0.0167, -0.0667, 25.00, 25.08
"
1618887388.8179853,,"15675004, -0.0167, -0.0333, 25.00, 25.08
"
1618887388.8279831,,"15680000, -0.0167, -0.0167, 25.02, 25.06
"
1618887388.8279831,,"15685004, 0.0333, -0.0500, 25.00, 25.06
"
1618887388.8379834,,"15690000, -0.0833, 0.0000, 25.00, 25.06
"
1618887388.8379834,,"15695000, -0.0167, 0.0000, 25.00, 25.06
"
1618887388.8480031,,"15700000, 0.0167, -0.0667, 24.99, 25.08
"
1618887388.8480031,,"15705008, 0.0000, -0.0667, 24.99, 25.08
"
1618887388.8579834,,"15710004, 0.0000, 0.0500, 25.03, 25.08
"
1618887388.8664887,,"15715008, 0.0167, 0.0167, 25.03, 25.09
"
1618887388.8664887,,"15720008, -0.0167, -0.0333, 25.02, 25.08
"
1618887388.8765113,,"15725008, 0.0000, -0.0333, 25.00, 25.08
"
1618887388.8765113,,"15730000, -0.0167, -0.0500, 25.00, 25.10
"
1618887388.8865118,,"15735008, 0.0000, -0.0333, 25.00, 25.04
"
1618887388.8865118,,"15740004, 0.0000, -0.0500, 25.02, 25.04
"
1618887388.896493,,"15745000, -0.0167, 0.0167, 25.02, 25.07
"
1618887388.896493,,"15750008, -0.0333, 0.0333, 25.02, 25.08
"
1618887388.9065125,,"15755008, -0.0167, 0.0167, 25.02, 25.07
"
1618887388.9065125,,"15760004, 0.0167, 0.0000, 24.98, 25.07
"
1618887388.9165118,,"15765008, -0.0167, -0.0500, 25.02, 25.08
"
1618887388.9165118,,"15770000, -0.0167, 0.0167, 25.02, 25.04
"
1618887388.9265177,,"15775008, -0.0167, 0.0000, 25.04, 25.04
"
1618887388.9265177,,"15780012, -0.0333, -0.0333, 25.02, 25.09
"
1618887388.936494,,"15785004, -0.0167, -0.0167, 25.02, 25.08
"
1618887388.936494,,"15790000, -0.0333, -0.0167, 25.00, 25.08
"
1618887388.9464931,,"15795008, 0.0167, 0.0167, 24.98, 25.08
"
1618887388.9464931,,"15800000, 0.0167, 0.0000, 25.03, 25.08
"
1618887388.9564939,,"15805000, 0.0167, -0.0167, 25.03, 25.06
"
1618887388.9564939,,"15810004, -0.0333, 0.0000, 25.02, 25.06
"
1618887388.9664948,,"15815008, -0.0333, -0.0833, 25.04, 25.10
"
1618887388.9664948,,"15820000, 0.0167, 0.0500, 25.03, 25.07
"
1618887388.9765496,,"15825004, 0.0000, 0.0167, 25.03, 25.10
"
1618887388.9775558,,"15830008, 0.0167, -0.1000, 25.01, 25.10
"
1618887388.9775558,,"15835004, 0.0667, -0.0167, 25.04, 25.10
"
1618887388.987559,,"15840004, -0.0333, -0.0167, 25.04, 25.04
"
1618887388.987559,,"15845008, -0.0333, -0.0500, 25.02, 25.04
"
1618887388.9975607,,"15850000, -0.0500, -0.0333, 25.00, 25.04
"
1618887388.9975607,,"15855000, 0.0333, 0.0167, 25.00, 25.08
"
1618887389.0075748,,"15860000, -0.0333, -0.0500, 25.00, 25.09
"
1618887389.0075748,,"15865008, -0.0167, -0.0500, 25.01, 25.09
"
1618887389.0175598,,"15870004, -0.0167, -0.0167, 25.02, 25.05
"
1618887389.0175598,,"15875000, 0.0167, -0.0167, 25.02, 25.10
"
1618887389.0275743,,"15880004, -0.0500, -0.0167, 25.02, 25.10
"
1618887389.0275743,,"15885004, -0.0500, 0.0000, 25.02, 25.05
"
1618887389.0375624,,"15890008, -0.0167, -0.0333, 25.01, 25.09
"
1618887389.0375624,,"15895000, 0.0000, 0.0000, 25.01, 25.09
"
1618887389.047563,,"15900008, -0.0333, -0.0333, 25.00, 25.08
"
1618887389.047563,,"15905004, 0.0000, -0.0167, 25.01, 25.06
"
1618887389.0575616,,"15910004, 0.0167, 0.0000, 25.00, 25.08
"
1618887389.0665693,,"15915000, 0.0000, -0.0333, 25.00, 25.08
"
1618887389.0665693,,"15920004, 0.0333, -0.0333, 25.04, 25.09
"
1618887389.0765765,,"15925004, 0.0333, 0.0000, 25.00, 25.08
"
1618887389.0765765,,"15930000, -0.0167, -0.0500, 25.00, 25.08
"
1618887389.0865738,,"15935004, -0.0333, -0.0333, 25.00, 25.09
"
